"","date","year","month","area","numofsales","dollarVolume","allAveragePrice","allMedianPrice","newListings","SNLRTrend","activeListings","mosInvTrend","avgSPLP","avgLDOM","avgPDOM","detachedNumberofSales","detachedDollarVolume","detachedAveragePrice","detachedMedianPrice","detachedNewListings","detachedActiveListings","detachedAvgSPLP","detachedAvgLDOM","semidetachedNumberofSales","semidetachedDollarVolume","semidetachedAveragePrice","semidetachedMedianPrice","semidetachedNewListings","semidetachedActiveListings","semidetachedAvgSPLP","semidetachedAvgLDOM","attachedNumberofSales","attachedDollarVolume","attachedAveragePrice","attachedMedianPrice","attachedNewListings","attachedActiveListings","attachedAvgSPLP","attachedAvgLDOM","condotownhouseNumberofSales","condotownhouseDollarVolume","condotownhouseAveragePrice","condotownhouseMedianPrice","condotownhouseNewListings","condotownhouseActiveListings","condotownhouseAvgSPLP","condotownhouseAvgLDOM","condoapartmentNumberofSales","condoapartmentDollarVolume","condoapartmentAveragePrice","condoapartmentMedianPrice","condoapartmentNewListings","condoapartmentActiveListings","condoapartmentAvgSPLP","condoapartmentAvgLDOM","allcondoNumberofSales","allcondoDollarVolume","allcondoAveragePrice","...59","...60","...61"
"1177","02-2015",15,"02","Innisfil",41,15772388,384692,360000,66,56,134,3.8,97,39,"-","38","14863888","391155","369000","61",126,"97","37","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","3","908500","302833","305000","4","7","98","56","-","-","-",NA,NA,NA
"1178","02-2015",15,"02","King",27,25814591,956096,805000,67,41.8,139,6,96,40,"-","21","22105091","1052623","925000","46",101,"96","41","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2","578000","289000","289000","14","29","92","72","1","805000","805000","805000","3","7","99","22","3","1383000","461000",NA,NA,NA
"1179","02-2015",15,"02","Markham",303,229955580,758929,687500,492,61.5,534,1.8,102,21,"-","132","140744497","1066246","921000","213",189,"101","20","20","13609800","680490","659500","27","18","104","15","27","12901900","477848","478000","29","28","100","27","60","22157076","369285","350500","149","258","98","37","41","24430138","595857","591800","44","29","102","11","101","46587214","461259.544554455",NA,NA,NA
"1180","02-2015",15,"02","Milton",163,89035717,546231,520000,213,67.9,200,1.5,98,19,"-","87","56132038","645196","612000","102",129,"97","25","25","12008323","480333","479900","34","17","100","12","4","1202750","300688","306875","5","5","98","13","8","2295000","286875","269000","15","18","99","24","38","16911606","445042","438750","52","28","101","12","46","19206606","417534.913043478",NA,NA,NA
"1181","02-2015",15,"02","Mississauga",609,326721860,536489,485000,1008,58,1315,2.2,98,27,"-","217","173366899","798926","721000","334",439,"97","23","75","39365811","524877","532500","105","61","100","13","100","37157221","371572","377350","126","144","99","27","179","56940838","318105","267000","397","645","97","38","30","15149268","504976","503284","34","21","100","19","209","72090106","344928.736842105",NA,NA,NA
"1182","02-2015",15,"02","New Tecumseth",44,15683032,356433,350500,84,68.1,109,3,99,36,"-","29","11282282","389044","385000","64",84,"98","34","3","780500","260167","264000","3","-","102","9","2","447500","223750","223750","1","-","97","38","1","200000","200000","200000","-","5","96","122","6","1770250","295042","290250","9","4","100","9","7","1970250","281464.285714286",NA,NA,NA
"1183","02-2015",15,"02","Newmarket",115,64518160,561027,552000,172,71.8,125,1.3,100,18,"-","71","46064649","648798","605000","125",95,"100","19","12","5757500","479792","471500","17","7","100","9","9","3136223","348469","338500","9","8","100","22","8","2515900","314488","290000","7","6","100","32","14","6588988","470642","482500","13","9","101","10","22","9104888","413858.545454545",NA,NA,NA
"1184","02-2015",15,"02","Oakville",203,177752917,875630,745000,366,60.1,518,2.4,98,22,"-","129","136438040","1057659","9e+05","219",322,"98","22","14","8033900","573850","555000","18","14","98","16","8","3267677","408460","399339","26","35","99","32","23","8445900","367213","329900","50","87","98","32","26","19501400","750054","574500","47","53","96","16","49","27947300","570353.06122449",NA,NA,NA
"1185","02-2015",15,"02","Orangeville",57,21637350,379603,355000,63,68.2,83,2.7,99,34,"-","37","16087300","434792","425000","48",73,"98","43","6","1638000","273000","274000","6","4","101","16","5","1125400","225080","231500","2","-","100","9","-","-","-","-","4","4","-","--","-","-","-","-","-","-","-","9","2786650","309628","298750	3	2	101	23	-	-	-",NA,NA,NA
"1186","02-2015",15,"02","Oshawa",175,56097654,320558,315000,253,71.1,193,1.2,101,14,"-","122","43641380","357716","347000","196",155,"100","11","23","5705200","248052","240000","25","10","101","13","12","2122300","176858","175450","12","11","99","21","4","627900","156975","161500","9","12","99","60","10","2812800","281280","272450","8","5","101","30","14","3440700","245764.285714286",NA,NA,NA
"1187","02-2015",15,"02","Peel Region",1237,626571623,506525,460000,2005,59.6,2302,2.1,98,24,"-","563","368821862","655101","599000","948",1085,"98","24","200","91095311","455477","441250","261","167","100","15","134","47275121","352799","358000","187","219","99","27","218","66342238","304322","260250","461","741","97","37","106","45121868","425678","420000","129","81","100","15","324","111464106","344025.018518519",NA,NA,NA
"1188","02-2015",15,"02","Pickering",79,39920736,505326,479900,121,70.3,122,1.4,101,15,"-","50","29013086","580262","545143","81",90,"100","17","5","2076900","415380","425000","5","2","101","8","6","1732250","288708","286000","7","6","106","16","6","1837900","306317","313950","14","15","98","30","8","3369400","421175","419000","10","9","105","7","14","5207300","371950",NA,NA,NA
"1189","02-2015",15,"02","Richmond Hill",262,220823792,842839,750000,394,55.9,444,2.2,101,18,"-","153","166380616","1087455","949000","227",219,"101","16","15","9388100","625873","628000","17","10","103","9","14","7592000","542286","513750","18","15","99","22","43","14035188","326400","298800","80","164","98","33","33","20668000","626303","629800","50","36","102","12","76","34703188","456620.894736842",NA,NA,NA
"1190","02-2015",15,"02","Scugog",24,11250098,468754,420000,39,58.5,67,3.4,98,32,"-","23","10823098","470569","415000","38",66,"97","32","-","-","-","-","-","-","-","-","1","427000","427000","427000","-","-","100","33","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",NA,NA,NA
"1191","02-2015",15,"02","Simcoe County",168,70201450,417866,399500,304,60.6,472,3.3,98,36,"-","133","58712400","441447","417000","254",424,"98","38","8","2876500","359563","370500","10","2","100","7","3","742500","247500","242500","2","-","97","30","2","432000","216000","216000","-","6","96","75","16","5130650","320666","306000","21","14","99","17","18","5562650","309036.111111111",NA,NA,NA
"1192","02-2015",15,"02","Toronto C01",289,134608135,465772,399000,674,45.4,1121,3.6,98,32,"-","5","9190000","1838000","1950000","6",7,"99","4","2","2299000","1149500","1149500","6","9","105","5","14","6985627","498973","496250","29","41","101","22","264","112800508","427275","389500","618","1048","98","34","4","3333000","833250","827000","11","12","107","7","268","116133508","433333.985074627",NA,NA,NA
"1193","02-2015",15,"02","Toronto C02",41,46610675,1136846,1052000,100,48.7,186,3.6,100,29,"-","10","16618675","1661868","1617500","20",27,"99","39","8","9870000","1233750","1100500","16","12","107","11","1","642000","642000","642000","3","4","107","8","18","16016000","889778","966000","54","134","96","38","3","3054000","1018000","1100000","7","9","107","7","21","19070000","908095.238095238",NA,NA,NA
"1194","02-2015",15,"02","Toronto C03",27,19575118,725004,7e+05,70,55.5,97,2.3,103,16,"-","16","14039018","877439","832500","30",36,"105","11","3","2127000","709000","702000","5","4","104","6","-","-","-","-","3","3","-","-","6","2928900","488150","469450","28","48","99","29","-","-","-","-","-","2","-","-","-","-","-",NA,NA,NA
"1195","02-2015",15,"02","Toronto C04",72,107547788,1493719,1368750,127,57.5,151,2.1,102,17,"-","57","99871188","1752126","1505000","98",110,"102","15","3","2651000","883667","914000","4","1","115","7","-","-","-","-","4","4","-","-","8","3071000","383875","364750","20","29","98","18","2","1545000","772500","772500","-","2","97","38","10","4616000","461600",NA,NA,NA
"1196","02-2015",15,"02","Toronto C06",24,15563000,648458,767500,55,50.1,78,3.1,100,26,"-","13","12069000","928385","855000","23",27,"101","20","-","-","-","-","-","1","-","-","-","-","-","-","3","4","-","-","11","3494000","317636","305000","29","46","98","33","-","-","-","-","-","-","-","-","-","-","-",NA,NA,NA
"1197","02-2015",15,"02","Toronto C07",91,69126499,759632,540000,173,52.1,223,2.8,99,25,"-","36","46128900","1281358","1222500","54",54,"99","14","5","2757000","551400","567000","8","6","99","19","3","1389000","463000","424000","6","13","98","40","46","17924099","389654","373500","100","144","98","33","1","927500","927500","927500","5","5","99","28","47","18851599","401097.85106383",NA,NA,NA
"1198","02-2015",15,"02","Toronto C08",114,53809047,472009,404780,241,52.3,348,2.6,99,23,"-","1","1100000","1100000","1100000","-",1,"100","7","2","2300000","1150000","1150000","-","-","96","15","4","2094500","523625","437500","7","6","100","9","102","43719347","428621","392500","229","335","99","24","5","4595200","919040","800000","5","3","99","22","107","48314547","451537.822429907",NA,NA,NA
"1199","02-2015",15,"02","Toronto C09",31,57512600,1855245,1850000,49,55.9,60,2.7,99,18,"-","17","43191000","2540647","2625000","33",34,"98","19","3","4040000","1346667","1459000","4","4","103","7","-","-","-","-","1","1","-","-","5","5243700","1048740","585000","6","16","98","25","1","1213000","1213000","1213000","2","1","116","8","6","6456700","1076116.66666667",NA,NA,NA
"1200","02-2015",15,"02","Toronto C10",40,31898043,797451,666000,58,60.6,87,2,100,24,"-","9","13001388","1444599","1311388","12",12,"103","20","7","5674555","810651","790000","7","3","104","14","-","-","-","-","4","9","-","-","24","13222100","550921","440000","33","61","97","29","-","-","-","-","2","2","-","-","-","-","-",NA,NA,NA
"1201","02-2015",15,"02","Toronto C11",36,17284740,480132,305000,54,75.3,50,1.3,104,24,"-","6","6730790","1121798","1130500","16",11,"110","6","4","3114500","778625","796008","3","-","111","7","2","939100","469550","469550","-","-","99","46","24","6500350","270848","250000","35","38","97","29","-","-","-","-","-","1","-","-","-","-","-",NA,NA,NA
"1202","02-2015",15,"02","Toronto C12",31,65592500,2115887,2010000,64,49.9,111,3.8,98,25,"-","22","58417000","2655318","2618750","36",62,"98","28","-","-","-","-","-","1","-","-","4","3615500","903875","896500","11","13","100","13","5","3560000","712000","720000","16","32","100","22","-","-","-","-","1","2","-","-","-","-","-",NA,NA,NA
"1203","02-2015",15,"02","Toronto C13",47,28670013,610000,532000,90,65.3,100,1.6,108,20,"-","15","14989300","999287","880000","28",21,"117","6","6","3882825","647138","616663","6","3","106","23","-","-","-","-","3","3","-","-","25","9021888","360876","308000","48","69","98","28","1","776000","776000","776000","5","3","104","7","26","9797888","376841.846153846",NA,NA,NA
"1204","02-2015",15,"02","Toronto C14",161,116602438,724239,443000,294,45.6,425,3.3,99,28,"-","41","64364200","1569859","1288000","62",62,"100","14","1","810000","810000","810000","1","-","101","1","12","7126400","593867","562450","28","32","98","17","102","39830838","390498","374500","196","322","98","36","5","4471000","894200","930000","5","6","97","10","107","44301838","414035.869158879",NA,NA,NA
"1205","02-2015",15,"02","Toronto C15",89,63297948,711213,470000,195,52.3,306,2.6,103,25,"-","28","37526988","1340250","1252500","41",27,"105","10","7","4459300","637043","647200","15","10","106","8","14","7089500","506393","468000","18","15","102","26","40","14222160","355554","329500","120","252","98","39","-","-","-","-","-","-","-","-","-","-","-",NA,NA,NA
"1206","02-2015",15,"02","Toronto Central",1093,827698544,757272,470000,2244,50.8,3343,2.9,100,26,"-","276","437237447","1584194","1317500","459",491,"101","15","51","43985180","862455","790000","75","54","105","12","54","29881627","553363","470000","120","148","100","22","680","291554890","428757","384750","1532","2574","98","32","22","19914700","905214","827000","43","48","102","15","702","311469590","443688.874643875",NA,NA,NA
"1207","02-2015",15,"02","Toronto E01",73,51812036,709754,735000,96,69.5,63,1.1,109,13,"-","15","12506837","833789","799900","24",14,"110","6","32","25122716","785085","772450","45","14","112","8","5","2660520","532104","550120","6","6","103","17","14","6189963","442140","361250","14","25","99","34","7","5332000","761714","753000","7","4","109","7","21","11521963","548664.904761905",NA,NA,NA
"1208","02-2015",15,"02","Toronto E02",44,30904821,702382,671142,59,68.2,56,1.2,106,13,"-","10","8887000","888700","907500","23",19,"108","10","20","14920831","746042","759080","20","10","108","7","4","2070490","517623","525750","2","4","100","31","7","3094500","442071","440000","9","18","98","24","3","1932000","644000","555000","5","4","100","8","10","5026500","502650",NA,NA,NA
"1209","02-2015",15,"02","Toronto E03",69,48383195,701206,645000,92,69.2,61,1,105,14,"-","44","34842174","791868","683000","58",41,"106","13","13","8439821","649217","630000","17","7","111","11","-","-","-","-","-","1","-","-","11","4456200","405109","280000","14","10","97","25","1","645000","645000","645000","3","2","99","9","12","5101200","425100",NA,NA,NA
"1210","02-2015",15,"02","Toronto E04",90,38688248,429869,445754,113,70.2,91,1.3,103,18,"-","37","22597761","610750","590000","50",32,"106","9","5","2576507","515301","490000","4","-","104","6","11","4055480","368680","365500","16","12","99","23","32","6656100","208003","208000","37","42","97","25","5","2802400","560480","537000","5","4","100","35","37","9458500","255635.135135135",NA,NA,NA
"1211","02-2015",15,"02","Toronto E05",69,31928756,462736,355000,85,72.7,67,1.1,102,26,"-","19","15603888","821257","830000","26",13,"103","29","3","1869800","623267","640000","3","1","111","5","9","3707380","411931","410380","16","13","107","8","36","9640888","267802","255000","38","39","98","32","1","583800","583800","583800","1","1","108","8","37","10224688","276342.918918919",NA,NA,NA
"1212","02-2015",15,"02","Toronto E06",28,17057827,609208,554000,42,59.2,30,1.4,102,16,"-","22","14800927","672769","655000","32",20,"102","16","2","1119000","559500","559500","2","1","99","21","-","-","-","-","-","-","-","-","4","1137900","284475","272500","8","9","101","14","-","-","-","-","-","-","-","-","-","-","-",NA,NA,NA
"1213","02-2015",15,"02","Toronto E07",68,28644864,421248,287400,70,64.9,95,1.8,101,24,"-","12","9592588","799382","761900","18",13,"102","16","4","2351000","587750","574000","3","-","111","10","7","2907488","415355","399888","7","2","103","8","39","10225488","262192","258000","38","78","98","32","2","945500","472750","472750","-","-","104","21","41","11170988","272463.12195122",NA,NA,NA
"1214","02-2015",15,"02","Toronto E08",51,23187336,454654,455000,67,64,78,1.7,101,23,"-","24","16480286","686679","590500","38",41,"102","13","-","-","-","-","-","-","-","-","6","1636500","272750","320000","10","9","101","22","19","4075550","214503","186250","17","26","97","34","1","415000","415000","415000","2","2","97","58","20","4490550","224527.5",NA,NA,NA
"1215","02-2015",15,"02","Toronto E09",95,36726604,386596,325000,128,67,132,1.7,101,29,"-","36","20293004","563695","550500","45",27,"104","12","2","853000","426500","426500","1","-","97","18","6","1507500","251250","289000","6","6","100","28","49","13217600","269747","270000","74","99","97","42","2","855500","427750","427750","2","-","104","8","51","14073100","275943.137254902",NA,NA,NA
"1216","02-2015",15,"02","Toronto E10",37,21067100,569381,555000,68,65.4,60,1.5,101,22,"-","29","18291100","630728","574800","46",31,"101","18","3","1715000","571667","555000","6","4","104","6","2","351000","175500","175500","8","10","101","58","2","275000","137500","137500","7","14","92","81","1","435000","435000","435000","1","1","104","8","3","710000","236666.666666667",NA,NA,NA
"1217","02-2015",15,"02","Toronto E11",61,22812800,373980,328000,82,72.6,63,1.4,101,23,"-","19","11136800","586147","630000","25",14,"102","15","1","417500","417500","417500","8","8","98","0","15","4688200","312547","319500","18","14","101","13","20","3668300","183415","188500","21","21","97","43","6","2902000","483667","448000","10","6","104","9","26","6570300","252703.846153846",NA,NA,NA
